comments,authors,likes,datetimes,sentimen,kategori
ALAMAK,kenzzy._cy,0 likes,2023-10-10T08:39:23.000Z,negatif,engagement
Waduh....,misyel.p,0 likes,2023-10-10T08:41:33.000Z,negatif,engagement
NOOOOO,fadly.fchrzl12,0 likes,2023-10-10T08:42:52.000Z,negatif,engagement
"sen, gamau ah",hikariiuo,0 likes,2023-10-10T08:46:29.000Z,negatif,engagement
Se-sennn...,_vanzuee,0 likes,2023-10-10T08:46:49.000Z,negatif,engagement
Waduh?,nofriyudha_p,0 likes,2023-10-10T08:47:14.000Z,negatif,engagement
SENA???,senasukamilo,0 likes,2023-10-10T08:48:09.000Z,netral,engagement
WOY,senasukamilo,0 likes,2023-10-10T08:48:13.000Z,netral,engagement
tumben sen,dsc_pirate,0 likes,2023-10-10T08:48:51.000Z,netral,engagement
Sen jan bikin sedih gitu lah sen,okketaa._,0 likes,2023-10-10T08:50:25.000Z,negatif,engagement
Waduh,matchalattewithsoymilk__,0 likes,2023-10-10T08:50:49.000Z,negatif,engagement
Oh no,mr_2712_,0 likes,2023-10-10T08:50:58.000Z,negatif,engagement
"Sen jangan aneh"" Lah 😢",varanshia,0 likes,2023-10-10T08:52:00.000Z,negatif,engagement
Bau2 gradu keknya,rafi28arya,0 likes,2023-10-10T08:52:16.000Z,negatif,engagement
Noooo,zaxd10101,0 likes,2023-10-10T08:52:32.000Z,negatif,engagement
Nikah kah?,ravensryo,0 likes,2023-10-10T08:52:59.000Z,negatif,pertanyaan
grad?!?!?!,dude19._,0 likes,2023-10-10T08:55:13.000Z,negatif,pertanyaan
"sen, ini bukan pengumuman tenteng graduat kn???",rhenaid_,0 likes,2023-10-10T08:55:26.000Z,negatif,engagement
Bau2 kucing lahiran ini 😢,alfian.azyumardi,0 likes,2023-10-10T08:56:53.000Z,negatif,engagement
Plis jangan sampe Sena juga,tama_slebew_rawr,0 likes,2023-10-10T08:57:13.000Z,negatif,engagement
Kalo dia graduate dia bakal ikut para Kaka nya yg graduate dulu,tama_slebew_rawr,0 likes,2023-10-10T08:57:47.000Z,negatif,engagement
"Yaaa semoga cuman pengumuman kaya karakter baru Buat sena atau Hiatus , ya kan ??? 😢",tama_slebew_rawr,0 likes,2023-10-10T08:59:03.000Z,negatif,pertanyaan
Atau merchandise baru dari Sena nya kan,tama_slebew_rawr,0 likes,2023-10-10T08:59:34.000Z,positif,pertanyaan
Ga mungkin dia graduate kan ga ada pesan dari agensi nya dia ya kan ???,tama_slebew_rawr,0 likes,2023-10-10T09:00:22.000Z,negatif,pertanyaan
Noooo,bran_x_dar,0 likes,2023-10-10T09:02:08.000Z,negatif,engagement
Duh kok takut ya,goldeeoduwa,0 likes,2023-10-10T09:02:45.000Z,negatif,engagement
Nooo,dimm_npc,0 likes,2023-10-10T09:05:46.000Z,negatif,engagement
firasat ku buruk,luv.reyx,0 likes,2023-10-10T09:06:43.000Z,negatif,engagement
jangan sen,avoc4de,0 likes,2023-10-10T09:06:52.000Z,negatif,engagement
FIRASATKU BURUK,sherlockndasmu,0 likes,2023-10-10T09:11:37.000Z,negatif,engagement
Hmmmmmmmm,shi.royuki,0 likes,2023-10-10T09:12:03.000Z,netral,engagement
Jir graduate?,geraldgolann,0 likes,2023-10-10T09:12:27.000Z,negatif,engagement
ga grad kan sen😁...ga kan?😕,yeheheboiis,0 likes,2023-10-10T09:15:20.000Z,negatif,pertanyaan
waduh dah ketebak sih😢,kroteza,0 likes,2023-10-10T09:18:22.000Z,negatif,engagement
Waahhh....,poke_ninja2008,0 likes,2023-10-10T09:20:18.000Z,negatif,engagement
Eeee kok dada gua mak deg ya..,mas_bay____,0 likes,2023-10-10T09:20:20.000Z,negatif,engagement
sen? cuma perayaan biasa kan? iya kan sen?,_adenrizky,0 likes,2023-10-10T09:20:31.000Z,netral,pertanyaan
hmmm...,piopcornn,0 likes,2023-10-10T09:20:35.000Z,netral,engagement
Plis jangan 😢,bima.andrn,0 likes,2023-10-10T09:20:52.000Z,negatif,engagement
Pasti gegara jarang mandi dan nahan pipis lagi,armansugiantopratama,0 likes,2023-10-10T09:23:42.000Z,netral,engagement
Klo gk song baru ya hiatus sena ini,nuurmuhammad5555,0 likes,2023-10-10T09:24:47.000Z,negatif,engagement
Yg bener aja sen,im.yourwaa,0 likes,2023-10-10T09:27:35.000Z,negatif,engagement
Kok artnya kayak ga bawa suasana menyenangkan dah,cleoashh,0 likes,2023-10-10T09:27:58.000Z,negatif,engagement
Waduh,gabrieladzandra,0 likes,2023-10-10T09:32:21.000Z,negatif,engagement
Gara duet,seorangabi,0 likes,2023-10-10T09:33:16.000Z,negatif,feedback
Mantap sen,guna1.qa,0 likes,2023-10-10T09:36:34.000Z,positif,engagement
"Sena nikah ma gua ,Dah itu spoiler nya :v",myru_bik,0 likes,2023-10-10T09:45:59.000Z,netral,engagement
FEELING AKU BURUK😭😭😭,sha4loav._,0 likes,2023-10-10T09:46:23.000Z,negatif,engagement
"Sena, apakah.....",kaejrl,0 likes,2023-10-10T09:47:40.000Z,negatif,engagement
Ada yang aneh nih....,nanti_aja.id2,0 likes,2023-10-10T09:50:10.000Z,negatif,engagement
Nooooooo Senyut,dapsoul_,0 likes,2023-10-10T09:50:51.000Z,negatif,engagement
Sen kamu pasti bisa menjadi pelaku ntr,drg_arif,0 likes,2023-10-10T09:54:12.000Z,negatif,feedback
"Aduh, nggk enak nih vibesnya",immanuel_elf01,0 likes,2023-10-10T09:54:24.000Z,negatif,engagement
😮😢,hafidazzaa,0 likes,2023-10-10T09:59:08.000Z,netral,engagement
Perasaan gw ga enak,mmppsshh_,0 likes,2023-10-10T10:00:03.000Z,negatif,engagement
Sena... senaa?? SENAAA!!!!!!?!!,mochfluff,0 likes,2023-10-10T10:00:07.000Z,netral,engagement
Perasaan gw gak enak,pecin_tavtuber,0 likes,2023-10-10T10:03:05.000Z,negatif,engagement
"Allah, Jan nambah hal buruk hari ini pls",neon7120,0 likes,2023-10-10T10:03:37.000Z,negatif,engagement
Firasat buruk,frozice__,0 likes,2023-10-10T10:03:43.000Z,negatif,engagement
"Ngeprank nih, sialan",bellao01,0 likes,2023-10-10T10:05:35.000Z,negatif,engagement
"Sen, jangan bikin kepikiran dah",ini_fahrezy,0 likes,2023-10-10T10:08:52.000Z,negatif,engagement
Bang?😢,nickyy__e,0 likes,2023-10-10T10:12:42.000Z,netral,pertanyaan
bruhh😢,lux1annn_,0 likes,2023-10-10T10:13:22.000Z,negatif,engagement
Waduhh knp nih,gann.paperart77,0 likes,2023-10-10T10:15:18.000Z,negatif,pertanyaan
Sen yang bener aja,majika_271,0 likes,2023-10-10T10:16:14.000Z,negatif,engagement
Waduh bau² sad end,x_guys578,0 likes,2023-10-10T10:18:50.000Z,negatif,engagement
I have a bad feeling about this😖,x.xshyou,0 likes,2023-10-10T10:22:43.000Z,negatif,engagement
jangan²,basically_amr,0 likes,2023-10-10T10:24:29.000Z,negatif,engagement
thanks sen 😔,tristan_alifian,0 likes,2023-10-10T10:24:53.000Z,positif,engagement
Perasaan udah gak enak nih..,rito_railfains_daop_9_jember,0 likes,2023-10-10T10:25:06.000Z,negatif,engagement
Senn? maksudnya apah?,itsme_acid,0 likes,2023-10-10T10:27:50.000Z,negatif,pertanyaan
Graduate kah?,muhammad_errol,0 likes,2023-10-10T10:27:54.000Z,negatif,pertanyaan
Sen...,nhyssa.rl,0 likes,2023-10-10T10:32:05.000Z,netral,engagement
😢mencium bau yah gak enak huaaa apakah apakah apakah,sherenevaria_yt,0 likes,2023-10-10T10:33:06.000Z,negatif,pertanyaan
Sena mau nikah,ahmad_rahmat_ramadhan,0 likes,2023-10-10T10:33:22.000Z,negatif,engagement
curiga,snaevyy,0 likes,2023-10-10T10:37:16.000Z,netral,engagement
Oh shit......,noth1ng_pers0n,0 likes,2023-10-10T10:39:01.000Z,negatif,engagement
Kok firasat gw buruk yah,f_zyy.tempest,0 likes,2023-10-10T10:39:43.000Z,negatif,engagement
Let's goooo graduasi stream🗣️🔥🔥🔥🛫✈️💥🏢🏢,justcallmedanish2.0,0 likes,2023-10-10T10:40:41.000Z,positif,engagement
I feel like something bad is going to happen,bon19__,0 likes,2023-10-10T10:44:28.000Z,negatif,engagement
WOY SEN PLS JGN GTU,reynnaz11,0 likes,2023-10-10T10:46:35.000Z,negatif,feedback
NOO SENAA JNGN BIKIN JANTUNGANNJSJSISHSIWJWGAISHIWWH,_chzru,0 likes,2023-10-10T10:46:48.000Z,negatif,feedback
GA GRAD KAN YA PASTI INI CUMA SCAM,reynnaz11,0 likes,2023-10-10T10:47:04.000Z,negatif,engagement
Senaaa jgn bikin aku overthinking senn....,xlynnoe._,0 likes,2023-10-10T10:49:20.000Z,negatif,feedback
Waduh... Bau baunya ga mengenakkan nih,mytha_chi,0 likes,2023-10-10T10:49:22.000Z,negatif,engagement
Situasi woilah,kenn_yxwz,0 likes,2023-10-10T10:52:17.000Z,negatif,engagement
Sen kamu lucu banget sih,uncle_dedy96,0 likes,2023-10-10T10:55:32.000Z,positif,engagement
Rabi rek,officialaxelf,0 likes,2023-10-10T11:00:29.000Z,netral,engagement
nahh nahh😞,maxxjuna,0 likes,2023-10-10T11:01:52.000Z,netral,engagement
Wah bau bau menghawatirkan 😢,tamrinschannel,0 likes,2023-10-10T11:07:25.000Z,negatif,engagement
nooo sena udah dnerf ama moonton,yahtsu_sama,0 likes,2023-10-10T11:11:10.000Z,negatif,engagement
Apalah sen ini jan bikin Ovt 🥲,cucing.28,0 likes,2023-10-10T11:13:35.000Z,negatif,feedback
ga graduate kan banh?,dutfagh_,0 likes,2023-10-10T11:13:39.000Z,negatif,pertanyaan
Graduation👏,mulia_angga,0 likes,2023-10-10T11:19:08.000Z,negatif,engagement
waduh,cyon1xx,0 likes,2023-10-10T11:27:56.000Z,negatif,engagement
graduate,zxscreby,0 likes,2023-10-10T11:36:14.000Z,negatif,engagement
perasaan gwe gaenak,n.azrd_,0 likes,2023-10-10T11:38:28.000Z,negatif,engagement
LOH LOH SEEENN,ccaacv,0 likes,2023-10-10T11:38:32.000Z,negatif,engagement
Tar tiba tiba muka om kraros muncul lagi di akhir vidio🗿,zenki_saga,0 likes,2023-10-10T11:39:45.000Z,positif,engagement
Lho lho 😦,35tsaqiif,0 likes,2023-10-10T11:48:46.000Z,netral,engagement
Malah keinget unmei,_zii510,0 likes,2023-10-10T11:49:07.000Z,netral,engagement
sen??😢,mesia_abdullah,0 likes,2023-10-10T11:57:59.000Z,netral,engagement
Sen??,purple_alghera,0 likes,2023-10-10T12:06:01.000Z,netral,engagement
"Bau"" tidak menyenangkan",nsfw.garpusendok,0 likes,2023-10-10T12:06:23.000Z,negatif,engagement
"Iiii, Cena kawaiiii,",gudirjambon91,0 likes,2023-10-10T12:06:43.000Z,positif,engagement
Something wrong i can feel it,ardhi_dhinata,0 likes,2023-10-10T12:07:33.000Z,negatif,engagement
Waduhh,fahmi_fatdilah123,0 likes,2023-10-10T12:07:34.000Z,negatif,engagement
Ada apa sena Hmm mending aku tonton dulu deh,benazirsauqi,0 likes,2023-10-10T12:10:32.000Z,netral,pertanyaan
Jngn bilang keluar perkataan mutiara ini waduh,hzrlidh_,0 likes,2023-10-10T12:17:20.000Z,negatif,engagement
Sena nikah?😓☝️,jansijh,0 likes,2023-10-10T12:29:55.000Z,negatif,pertanyaan
SEN NGAPA FOTO INI DAH😭,oowaann,0 likes,2023-10-10T12:32:25.000Z,negatif,feedback
I got for bad feeling for this art,forevr_zee,0 likes,2023-10-10T12:34:51.000Z,negatif,engagement
Waduh,ayyaelll,0 likes,2023-10-10T12:41:38.000Z,negatif,engagement
Apakah Sena terdoxxing dan mau graduate??,domvidboyy_,0 likes,2023-10-10T12:44:09.000Z,negatif,pertanyaan
Sena mau nikah?,septiawanrizky95,0 likes,2023-10-10T12:44:21.000Z,negatif,pertanyaan
"Waduh kok agak lain ya kelihatannya,",f2rbatra,0 likes,2023-10-10T12:53:57.000Z,negatif,engagement
Sesen semoga cepet sembuh dan bisa beraktipitas normal lagi amin ❤❤,wafau417,0 likes,2023-10-10T13:29:31.000Z,positif,feedback
@garit.dewanalu harus lihat deh.,priambodoyoga20,0 likes,2023-10-10T15:21:43.000Z,netral,engagement
SENA?,zeecosuu,0 likes,2023-10-10T15:22:16.000Z,netral,engagement
I didn't trust this picture,gustav.fajar.3,0 likes,2023-10-10T23:33:23.000Z,negatif,engagement
Man...,rizkypasha40,0 likes,2023-10-11T01:11:11.000Z,negatif,engagement
Jgn sampee... Gw rumbling jg ni sealam semesta,ddoodooooo21,0 likes,2023-10-11T04:08:12.000Z,negatif,engagement
Shit about to get real,an.drew3670,0 likes,2023-10-11T04:34:35.000Z,negatif,engagement
cepet sembuh kak senaa,prasinfo.nzxs,0 likes,2023-10-11T05:42:49.000Z,positif,engagement
art dan caption yg bikin ketar-ketir,arwafkr,0 likes,2023-10-11T06:11:21.000Z,negatif,engagement
Otsukare Sena...,airinn.cp,0 likes,2023-10-11T06:21:03.000Z,positif,engagement
"Alamakk, ada apa nii??",zippoxxo_,0 likes,2023-10-11T08:29:54.000Z,negatif,pertanyaan
"Kok potonya agak mirip kek cerrys yang udh graduate yak? Apakah bakal terulang lagi? :"")",katzz_33,0 likes,2023-10-11T08:56:53.000Z,negatif,pertanyaan
Mau lulus esde?,dimaswira01,0 likes,2023-10-11T14:35:52.000Z,negatif,pertanyaan
......bau bau apa ini? Gak enak.....😢,cihyofume,0 likes,2023-10-12T14:06:13.000Z,negatif,pertanyaan
"Aduh, positif thinking aja dulu",aziz_khasyi11,0 likes,2023-10-12T23:20:27.000Z,positif,engagement
Kok auranya ga enak ya,aleesya_imtyas,0 likes,2023-10-21T14:45:45.000Z,negatif,pertanyaan
"sekedar mengingatkan kalo cebok pastikan kuku tangannya dibersihkan, takutnya ada yang nyangkut 🙏",cakfarrell,71 likes,2023-10-26T11:05:59.000Z,netral,engagement
Greenlight guys blm ada cincinnya,puranagara,52 likes,2023-10-26T11:05:06.000Z,positif,engagement
oh begitu jari tangan vtuber ternyata jari manusia juga 🫱😮🫲,tyolemei,26 likes,2023-10-26T11:11:28.000Z,netral,engagement
Ternyata anime ini punya tangan live action,nwoaree.cosu,1 like,2023-10-26T13:33:40.000Z,positif,engagement
kuku nya lebih cantik dripada org nya 😋,alpenn._,12 likes,2023-10-26T11:05:34.000Z,positif,engagement
Alamak lanangnyee 🤧,mas.hm_05,1 like,2023-10-27T00:15:51.000Z,negatif,engagement
*sniff-sniff,gnemon23,2 likes,2023-10-26T13:06:24.000Z,negatif,engagement
Si paling lanang iya si paling lanang,nickyy__e,1 like,2023-10-26T12:18:08.000Z,netral,engagement
Kak boleh di pollow gk,farrel_moe,0 likes,2023-10-27T16:42:27.000Z,positif,pertanyaan
Posisi jari tangan yang meresahkan ya gaes ya 🗿🙏🏻,akbarbintangm,7 likes,2023-10-26T11:19:22.000Z,negatif,engagement
Itu klo cebok gak bakal nempel di lubang tai kah?,alip.aflh,1 like,2023-10-26T13:12:48.000Z,negatif,pertanyaan
"Lakik! Banget anjay, kapan² biar ku ajarin biar biar makin lakik😂",davidmaycry05,1 like,2023-10-26T11:05:25.000Z,netral,engagement
"Kukunya si udh bagus, tapi kok bau belum mandinya sampe sini si chi",rayhanerdami,20 likes,2023-10-26T10:59:35.000Z,negatif,engagement
"cakep bang kukunya, kek prakarya anak sd 🙏🏻🙏🏻😍😍",bapjo_,10 likes,2023-10-26T11:03:48.000Z,positif,engagement
kuku anime,imoxa_uwu,0 likes,2023-10-28T13:55:04.000Z,netral,engagement
Siapa sangka tangan seindah itu bisa digandeng suatu hari nanti 😮😍,_ddgkrnwn_.cnw,1 like,2023-10-26T11:32:17.000Z,positif,engagement
patpat aku dong chi 😁👉👈,alfikurniawan01,1 like,2023-10-26T23:56:43.000Z,positif,engagement
Face reveal dong beb 🗿,claudio_ferrari19,1 like,2023-10-26T11:54:43.000Z,netral,feedback
"Kelihatan dari tekstur kulitnya ya, udh jompo 😂",ariefal_nst,0 likes,2023-10-26T10:58:45.000Z,netral,engagement
"Telapak tangannya sama kayak aku, banyak lipetan kerutan",oktav_rizky_k,1 like,2023-10-28T03:41:11.000Z,netral,engagement
Jangan sampai dah dihias malah digigitin😂,delete_man1,1 like,2023-10-26T16:31:54.000Z,positif,feedback
Tangan² pemcoli 😏,yanagi06_,1 like,2023-10-26T11:24:45.000Z,netral,engagement
Kalo kuku nya sangat lanang besok kan hari jumat potonglah yg panjang 🙃,ahmd_rahman18,1 like,2023-10-26T12:42:11.000Z,netral,engagement
Sepi,a_normal___person,0 likes,2023-10-26T10:54:32.000Z,negatif,engagement
Terong punya kuku? Mutasi kah?,m.akbar.asn,0 likes,2023-10-26T10:54:48.000Z,netral,pertanyaan
Serius Chi?,kambing.lari21,0 likes,2023-10-26T10:55:09.000Z,netral,pertanyaan
Waduh lama lama face reveal lah...,b_hima13,0 likes,2023-10-26T10:55:15.000Z,negatif,engagement
Jari nya panjang2,gdeigaa,0 likes,2023-10-26T10:55:25.000Z,netral,engagement
cuci tangan chii,dk_tk1,0 likes,2023-10-26T10:55:48.000Z,netral,engagement
miaww😍,dho.tahuuhdn,0 likes,2023-10-26T10:55:51.000Z,netral,engagement
cantik banget chi.. keyboard nya,xaliverx,0 likes,2023-10-26T10:56:39.000Z,positif,engagement
Peot 🤣,adithyapraa,0 likes,2023-10-26T10:56:57.000Z,netral,engagement
👉🏻👈🏻,raihan___id,0 likes,2023-10-26T10:57:05.000Z,netral,engagement
Mandi chi,azrielarya_,0 likes,2023-10-26T10:57:38.000Z,netral,engagement
Mandi dulu chi,rissotonero1,0 likes,2023-10-26T10:57:54.000Z,netral,engagement
cantik bgt kukunyaa ><,lily_zolkanoka,0 likes,2023-10-26T10:58:03.000Z,positif,engagement
cantik bangett kukunya🥰🥰,lily_zolkanoka,0 likes,2023-10-26T11:00:12.000Z,positif,engagement
"Gk dulu, skip 🏃",codotishere,0 likes,2023-10-26T11:00:20.000Z,negatif,engagement
Kok semuanya sih ci 😂,jul_co_id,0 likes,2023-10-26T11:00:39.000Z,negatif,feedback
kelingking nya warna 🍆,anggaaptra_,0 likes,2023-10-26T11:01:00.000Z,netral,engagement
Kok jari tengah pendek kukunya 🙃,armansugiantopratama,0 likes,2023-10-26T11:02:06.000Z,negatif,pertanyaan
kuramal garis tanganmu nampaknya kita jodoh❤,hitampekatz,0 likes,2023-10-26T11:02:43.000Z,netral,engagement
mandi ci,racekukerrr,0 likes,2023-10-26T11:03:58.000Z,netral,engagement
Ga terong ga asik,byuagp,0 likes,2023-10-26T11:05:01.000Z,negatif,feedback
Yang bener kamu Ecchi??,luthfiasp98,0 likes,2023-10-26T11:05:03.000Z,netral,pertanyaan
Ntar juga pas makan nasi padang lenyap itu,mytha_chi,0 likes,2023-10-26T11:05:04.000Z,netral,engagement
Minimal mandi echi,berliana_anty24,0 likes,2023-10-26T11:05:49.000Z,netral,engagement
Inget mandi,riandhrnta___,0 likes,2023-10-26T11:06:45.000Z,netral,engagement
Keren juga kuku kaki elu chi,nod.ren,0 likes,2023-10-26T11:07:31.000Z,positif,engagement
"Ngga ah, masih gemesan kuku anime",maulfhi_871,0 likes,2023-10-26T11:08:00.000Z,negatif,feedback
Sangat lanang sekali 😂,willson.edamame,0 likes,2023-10-26T11:08:01.000Z,positif,engagement
Kaya tangan bayi,reyvnz19_,0 likes,2023-10-26T11:08:08.000Z,netral,engagement
Potong tengah+manis,fir.ly_,0 likes,2023-10-26T11:08:19.000Z,netral,engagement
echiii,spep_r,0 likes,2023-10-26T11:10:44.000Z,netral,engagement
Lebih lebar dari kuku gw omg. What a chad nails,maspalatv,0 likes,2023-10-26T11:11:09.000Z,positif,engagement
lucu bgt chi kukunya cocok buat adu panco,muchlisbussyri,0 likes,2023-10-26T11:11:23.000Z,positif,engagement
pink jitu,hy.fateh,0 likes,2023-10-26T11:12:11.000Z,positif,engagement
Tangan coeng🔥,suud.ahmantap,0 likes,2023-10-26T11:12:28.000Z,netral,engagement
Hmmm kuku terong,perlambang_tunggal_religianto,0 likes,2023-10-26T11:13:05.000Z,netral,engagement
ototnya keliatan semua😍,isthechontol,0 likes,2023-10-26T11:13:18.000Z,netral,feedback
😮,fuadatulumam,0 likes,2023-10-26T11:14:53.000Z,netral,engagement
"""Buukaan.."" 🗿",renjer.waluh,0 likes,2023-10-26T11:15:01.000Z,netral,engagement
Tangan beruk,anothergiii,0 likes,2023-10-26T11:16:05.000Z,netral,engagement
Jadi pengen jilat tangan Kaka😋,horobi_noel,0 likes,2023-10-26T11:16:05.000Z,positif,engagement
rasenggan🌀,vbkkyij,0 likes,2023-10-26T11:16:35.000Z,netral,engagement
Yg kelingking Beda Suku 😭,taka.fei_,0 likes,2023-10-26T11:16:50.000Z,netral,engagement
Yang kelingking rasa taro,ba1uqiam,0 likes,2023-10-26T11:17:14.000Z,netral,engagement
eh itu aku yang fotoin tangan echi btw😁😋,bread_waras,0 likes,2023-10-26T11:17:34.000Z,positif,engagement
:v potong kukumu,xelenict,0 likes,2023-10-26T11:19:37.000Z,netral,feedback
Sangkajn bakal nail art terong,rezkiadityappp,0 likes,2023-10-26T11:20:14.000Z,negatif,feedback
Kukune Lanang kemayu😂,chandra.w.y_,0 likes,2023-10-26T11:21:42.000Z,netral,engagement
Itu ceker ya chi??,devaramadhan32,0 likes,2023-10-26T11:23:05.000Z,netral,pertanyaan
"Kuku ya udah bagus,jadi udah mandi chi?",igoy_gogogoy,0 likes,2023-10-26T11:23:08.000Z,netral,pertanyaan
Loh kok gak ada yg digunting 1 kuku ya 🗿,nofriyudha_p,0 likes,2023-10-26T11:23:36.000Z,negatif,pertanyaan
Kok jariny 5? 😯,nikkofeb,0 likes,2023-10-26T11:23:42.000Z,netral,pertanyaan
Bjir itu apaan ci yg nyelip2 di dalam kuku kuning2?,kpn_y,0 likes,2023-10-26T11:24:19.000Z,netral,pertanyaan
Shapp,dotoskuy,0 likes,2023-10-26T11:25:33.000Z,netral,engagement
Dimataku semuanya terlihat seperti warna terong chi,dapid_r,0 likes,2023-10-26T11:26:53.000Z,netral,engagement
Selamat untuk jari kelingking Anda yang terjepit 👏👏,ilhamart2007,0 likes,2023-10-26T11:27:01.000Z,positif,engagement
kencanna🗿,kire_triana,0 likes,2023-10-26T11:27:04.000Z,positif,engagement
Halus....,nugrohowisnumurti,0 likes,2023-10-26T11:27:16.000Z,netral,engagement
kuku vtuber yang gapernah mandi😢,bram_sans,0 likes,2023-10-26T11:28:58.000Z,netral,engagement
Ngapain Jari?? Tangan aja sini jadi milikku biar di genggam seharian full 😂😂,tzuivory,0 likes,2023-10-26T11:29:45.000Z,positif,pertanyaan
Ramaikan lalu......,prtmaabii,0 likes,2023-10-26T11:32:39.000Z,netral,engagement
Ecchi cuci tangan dulu 😅,mada_tulus,0 likes,2023-10-26T11:32:41.000Z,netral,feedback
Mandi dulu chi,gabrilanand,0 likes,2023-10-26T11:33:10.000Z,netral,feedback
Itu telapak tangan nya lembek😋,subaru.ch_,0 likes,2023-10-26T11:33:12.000Z,netral,engagement
Kuku wadon kan jari tengah bersih😃,tutuuuuuu.t,0 likes,2023-10-26T11:35:26.000Z,netral,engagement
Lanang bengt 🤣,depin_kull,0 likes,2023-10-26T11:36:22.000Z,netral,engagement
🌀,takodag_,0 likes,2023-10-26T11:39:29.000Z,netral,engagement
Sedang mencari keanehan,n_sogeking,0 likes,2023-10-26T11:40:51.000Z,netral,engagement
Bang kok pake gituan bang astagfirullah,alvan_avr,0 likes,2023-10-26T11:43:30.000Z,negatif,engagement
Telapak tangan nya M sama kaya gw woilah,satzwx,0 likes,2023-10-26T11:45:36.000Z,netral,engagement
Yah kasihan,faizaliridho,0 likes,2023-10-26T11:47:38.000Z,negatif,engagement
kuku jari tengah kok pendek sendiri ci?,hilalakhal,0 likes,2023-10-26T11:47:43.000Z,netral,pertanyaan
Sayang chi buat cebok,anam_chan03,0 likes,2023-10-26T11:48:18.000Z,negatif,feedback
"Kukunya laki jari nya perempuan, apakah itu?",ryuu_mall.01,0 likes,2023-10-26T11:49:13.000Z,netral,pertanyaan
tangan nya genggamable bgt,gigihjovankaaa,0 likes,2023-10-26T11:49:27.000Z,positif,engagement
Cebok ga bilas ya,ricosdude,0 likes,2023-10-26T11:50:31.000Z,netral,pertanyaan
pgn ku genggam🤣🤍🤍,a.crafest19,0 likes,2023-10-26T12:02:20.000Z,positif,engagement
jempol semua chi😂,ariiin00__,0 likes,2023-10-26T12:04:20.000Z,positif,engagement
Lebih cantik kukunya sih ketimbang orang nya🗿,fuadytofficial_,0 likes,2023-10-26T12:04:36.000Z,positif,engagement
Dr jenis jari jerami sih ane bisa tau ciri karakter seseorang ya... kalo yg ini ciri orang jarang mandi..,camp_bell90,0 likes,2023-10-26T12:06:50.000Z,netral,engagement
sangat menggemaskan sekali 🙌,setiawann04_,0 likes,2023-10-26T12:08:18.000Z,positif,engagement
Ci itu di kuku ada sisa taiknya dikit,ltfmhn727,0 likes,2023-10-26T12:08:32.000Z,netral,engagement
Cakep👏 bang,hmzh_ahb,0 likes,2023-10-26T12:11:09.000Z,positif,engagement
Baru tau kalo terong punya tangan 🙈,zainaladn_,0 likes,2023-10-26T12:14:37.000Z,netral,engagement
jempol nya doang yang lentik😂,kumahadamaang,0 likes,2023-10-26T12:15:33.000Z,netral,feedback
"Kaya kering ci kulit tangan nya ,rendem pake aer raksa ci 🙂",archieaditya,0 likes,2023-10-26T12:17:04.000Z,netral,feedback
Kuku doang cakep minimal mandi chi,tuyulgaming0,0 likes,2023-10-26T12:17:56.000Z,netral,feedback
Ternyata begini kuku vtuber😋,forevr_zee,0 likes,2023-10-26T12:19:13.000Z,netral,engagement
Bjir ada bekas korek burit cu,rakaaak_,0 likes,2023-10-26T12:19:33.000Z,negatif,engagement
Cantik chi kuku tangannya,vikram_25114,0 likes,2023-10-26T12:21:17.000Z,positif,engagement
iihhh jari kunti bogel,fauzhari__,0 likes,2023-10-26T12:22:17.000Z,negatif,engagement
Tangan echi wangy,farhannndwiii,0 likes,2023-10-26T12:22:23.000Z,positif,engagement
Emang 🍆 ada jarinya ? 👀,doyaaan_keluyuran,0 likes,2023-10-26T12:22:46.000Z,netral,pertanyaan
Kayaknya manis kalo di emut jarinya,arielhifu_,0 likes,2023-10-26T12:27:38.000Z,netral,engagement
Tangan😮,_wayba,0 likes,2023-10-26T12:32:34.000Z,netral,engagement
Tangan siapa itu chi?,nachtcrow_,0 likes,2023-10-26T12:46:13.000Z,netral,pertanyaan
❤️,lucxhii,0 likes,2023-10-26T12:53:12.000Z,netral,engagement
Real terong ungu lanang,chandz.cs,0 likes,2023-10-26T12:54:05.000Z,netral,engagement
Tangan kuli,riskiantonugraha,0 likes,2023-10-26T12:54:58.000Z,netral,engagement
Jari lu kayak cewek bang,charism11,0 likes,2023-10-26T12:55:53.000Z,netral,engagement
"Tangan"" ga pernga kena cipratan minyak panas sata goreng telor mata sapi🐔",shkyyy__,0 likes,2023-10-26T12:57:10.000Z,netral,engagement
Garis tangan kita berbeda,ivv4nt4t.xd,0 likes,2023-10-26T12:59:27.000Z,negatif,engagement
Terong :v,imyour_weakness,0 likes,2023-10-26T12:59:40.000Z,netral,engagement
Adu keling adu putih dah biasa,dapsoul_,0 likes,2023-10-26T13:04:57.000Z,netral,engagement
Udah mandi belon ci,yootravis_,0 likes,2023-10-26T13:12:01.000Z,netral,pertanyaan
"gasken, belom ada cincin nya😂",its_me._kay,0 likes,2023-10-26T13:29:35.000Z,positif,engagement
Apahhh....kamu lanang punya uang dari mana kamu buat operasi 😂,rullyfebriansyah.3,0 likes,2023-10-26T13:31:35.000Z,negatif,pertanyaan
